# sizemeup-build 2024.10.11
name	tax_id	category	size	source	method
Kostyavirus toto	1993871	virus	75864	ncbi	automatic
Parolsenella catena	2003188	bacteria	1796691	ncbi	automatic
Charlievirus redi	2003505	virus	42594	ncbi	automatic
Acinetobacter piscicola	2006115	bacteria	3740595	ncbi	automatic
Bixzunavirus Bxz1	2006134	virus	155335	ncbi	automatic
Rosebushvirus rosebush	2006145	virus	67445	ncbi	automatic
Pbunavirus PB1	2006179	virus	65816	ncbi	automatic
Pseudomonas edaphica	2006980	bacteria	6478509	ncbi	automatic
Francisella adeliensis	2007306	bacteria	2054172	ncbi	automatic
Apilactobacillus timberlakei	2008380	bacteria	1542971	ncbi	automatic
Chili leaf curl betasatellite	2010286	virus	1383	ncbi	automatic
Restivirus RSS1	2011075	virus	6967	ncbi	automatic
Lactobacillus panisapium	2012495	bacteria	2169594	ncbi	automatic
Corynebacterium belfantii	2014537	bacteria	2763138	ncbi	automatic
Vibrio tarriae	2014742	bacteria	4082510	ncbi	automatic
Burkholderia aenigmatica	2015348	bacteria	8813154	ncbi	automatic
Phyllosticta paracitricarpa	2016321	eukaryota,fungi	31235211	ncbi	automatic
Enemella evansiae	2016499	bacteria	4479355	ncbi	automatic
Ceratocystis huliohia	2019549	eukaryota,fungi	27923361	ncbi	automatic
Ceratocystis lukuohia	2019550	eukaryota,fungi	30677068	ncbi	automatic
Leptospira levettii	2023178	bacteria	3942237	ncbi	automatic
Photobacterium carnosum	2023717	bacteria	4257654	ncbi	automatic
Aggregatibacter kilianii	2025884	bacteria	2367622	ncbi	automatic
Bacillus paranthracis	2026186	bacteria	5543114	ncbi	automatic
Bacillus pacificus	2026187	bacteria	5438193	ncbi	automatic
Bacillus tropicus	2026188	bacteria	5498012	ncbi	automatic
Bacillus albus	2026189	bacteria	5858864	ncbi	automatic
Bacillus mobilis	2026190	bacteria	5720408	ncbi	automatic
Bacillus luti	2026191	bacteria	5497733	ncbi	automatic
Bacillus proteolyticus	2026192	bacteria	5951527	ncbi	automatic
Bacillus nitratireducens	2026193	bacteria	5846768	ncbi	automatic
Bacillus paramycoides	2026194	bacteria	5363232	ncbi	automatic
Klebsiella quasivariicola	2026240	bacteria	5743461	ncbi	automatic
Corynebacterium hadale	2026255	bacteria	2565541	ncbi	automatic
Providencia huaxiensis	2027290	bacteria	4516099	ncbi	automatic
Mucilaginibacter rubeus	2027860	bacteria	7720131	ncbi	automatic
Enterobacter cloacae complex sp.	2027919	bacteria	5100000	ncbi	manually-set
Vandammella animalimorsus	2029117	bacteria	3309123	ncbi	automatic
Photorhabdus bodei	2029681	bacteria	5067829	ncbi	automatic
Pectobacterium zantedeschiae	2034769	bacteria	5073880	ncbi	automatic
Vegasvirus vegas	2034999	virus	45653	ncbi	automatic
Clarireedia jacksonii	2036908	eukaryota,fungi	45691143	ncbi	automatic
Eubacterium maltosivorans	2041044	bacteria	4171131	ncbi	automatic
Pectobacterium polaris	2042057	bacteria	4890589	ncbi	automatic
Candidatus Pantoea edessiphila	2044610	bacteria	839058	ncbi	automatic
Nonomuraea cavernae	2045107	bacteria	8133826	ncbi	automatic
Stenotrophomonas lactitubi	2045214	bacteria	4672226	ncbi	automatic
Stenotrophomonas indicatrix	2045451	bacteria	4592581	ncbi	automatic
Franconibacter daqui	2047724	bacteria	4702917	ncbi	automatic
Nonomuraea glycinis	2047744	bacteria	9636068	ncbi	automatic
Aquimarina algiphila	2047982	bacteria	6758150	ncbi	automatic
Proteus cibi	2050966	bacteria	3942653	ncbi	automatic
Proteus faecis	2050967	bacteria	4000472	ncbi	automatic
Edaphobacter lichenicola	2051959	bacteria	5122509	ncbi	automatic
Acinetobacter pseudolwoffii	2053287	bacteria	3062142	ncbi	automatic
Xanthomonas prunicola	2053930	bacteria	5271215	ncbi	automatic
Bacillus stercoris	2054641	bacteria	4105940	ncbi	automatic
Kyrpidia spormannii	2055160	bacteria	3312578	ncbi	automatic
Nocardia tengchongensis	2055889	bacteria	8006012	ncbi	automatic
Pseudomonas qingdaonensis	2056231	bacteria	5718433	ncbi	automatic
Paraburkholderia azotifigens	2057004	bacteria	9622152	ncbi	automatic
Klebsiella grimontii	2058152	bacteria	6117027	ncbi	automatic
Chimaeribacter arupi	2060066	bacteria	4859628	ncbi	automatic
Nothophaeocryptopus gaeumannii	2060159	eukaryota,fungi	35550773	ncbi	automatic
Flammulina filiformis	2060913	eukaryota,fungi	37816322	ncbi	automatic
Mesorhizobium japonicum	2066070	bacteria	6529662	ncbi	automatic
Pectobacterium peruviense	2066479	bacteria	4785880	ncbi	automatic
Commensalibacter melissae	2070537	bacteria	1999809	ncbi	automatic
Enterobacter sichuanensis	2071710	bacteria	5100000	ncbi	manually-set
Pseudomonas inefficax	2078786	bacteria	5805141	ncbi	automatic
Eupatorium yellow vein virus	2080107	virus	2765	ncbi	automatic
Lelliottia aquatilis	2080838	bacteria	4774140	ncbi	automatic
Rhizobium ruizarguesonis	2081791	bacteria	7723799	ncbi	automatic
Dysosmobacter welbionis	2093857	bacteria	3515989	ncbi	automatic
Vibrio echinoideorum	2100116	bacteria	5625081	ncbi	automatic
Lacticaseibacillus chiayiensis	2100821	bacteria	2860491	ncbi	automatic
Lactobacillus paragasseri	2107999	bacteria	1978554	ncbi	automatic
Pectobacterium punjabense	2108399	bacteria	4737228	ncbi	automatic
Rothia nasisuis	2109647	bacteria	2731225	ncbi	automatic
Lysinibacillus capsici	2115968	bacteria	4636214	ncbi	automatic
Micromonospora arborensis	2116518	bacteria	7636955	ncbi	automatic
Synechococcus lacustris	2116544	bacteria	2278671	ncbi	automatic
Brevibacillus porteri	2126350	bacteria	6464765	ncbi	automatic
Clostridium fessum	2126740	bacteria	3114352	ncbi	automatic
Acinetobacter cumulans	2136182	bacteria	3710871	ncbi	automatic
Klebsiella huaxiensis	2153354	bacteria	6260842	ncbi	automatic
Roseicyclus marinus	2161673	bacteria	3622169	ncbi	automatic
Alphatectivirus PRD1	2169700	virus	14937	ncbi	automatic
Deer atadenovirus A	2169706	virus	30656	ncbi	automatic
Charlievirus Pipsqueaks	2169810	virus	43697	ncbi	automatic
Megrivirus C	2170006	virus	9566	ncbi	automatic
Nymphadoravirus kita	2170041	virus	50338	ncbi	automatic
Plotvirus plot	2170099	virus	64604	ncbi	automatic
Vulcanococcus limneticus	2170428	bacteria	3471235	ncbi	automatic
Streptococcus halitosis	2172545	bacteria	1876991	ncbi	automatic
Ignatzschineria cameli	2182793	bacteria	2483704	ncbi	automatic
Oceaniradius stylonematis	2184161	bacteria	3622747	ncbi	automatic
Orthopoxvirus akhmetapox	2200830	virus	221575	ncbi	automatic
Chromobacterium phragmitis	2202141	bacteria	4817246	ncbi	automatic
Leptospira yasudae	2202201	bacteria	4361796	ncbi	automatic
Leptospira stimsonii	2202203	bacteria	4912203	ncbi	automatic
Micromonospora arida	2203715	bacteria	7149450	ncbi	automatic
Pectobacterium aquaticum	2204145	bacteria	4388984	ncbi	automatic
Stutzerimonas kirkiae	2211392	bacteria	4352561	ncbi	automatic
Pseudomonas sichuanensis	2213015	bacteria	5859299	ncbi	automatic
Photorhabdus laumondii	2218628	bacteria	5375245	ncbi	automatic
Pseudomonas asiatica	2219225	bacteria	5986488	ncbi	automatic
Xanthomonas euroxanthea	2259622	bacteria	4830082	ncbi	automatic
Bartonella krasnovii	2267275	bacteria	2137231	ncbi	automatic
Campylobacter novaezeelandiae	2267891	bacteria	1578096	ncbi	automatic
Pyrrhoderma noxium	2282107	eukaryota,fungi	31441009	ncbi	automatic
Staphylococcus pseudoxylosus	2282419	bacteria	2935925	ncbi	automatic
Sinirhodobacter populi	2306993	bacteria	4634160	ncbi	automatic
Pseudomonas bubulae	2316085	bacteria	5154001	ncbi	automatic
Corallococcus exercitus	2316736	bacteria	10143706	ncbi	automatic
Corynebacterium silvaticum	2320431	bacteria	2572825	ncbi	automatic
Streptomyces bauhiniae	2340725	bacteria	6762294	ncbi	automatic
Pantoea piersonii	2364647	bacteria	4848167	ncbi	automatic
Streptomyces tibetensis	2382123	bacteria	8993737	ncbi	automatic
Streptococcus koreensis	2382163	bacteria	1997585	ncbi	automatic
Enterobacter oligotrophicus	2478464	bacteria	4476585	ncbi	automatic
Pseudoxanthomonas winnipegensis	2480810	bacteria	4492142	ncbi	automatic
Stutzerimonas nitrititolerans	2482751	bacteria	4307303	ncbi	automatic
Arthrobacter ulcerisalmonis	2483813	bacteria	3606788	ncbi	automatic
Leptospira bandrabouensis	2484903	bacteria	4103955	ncbi	automatic
Leptospira bourretii	2484962	bacteria	4229209	ncbi	automatic
Leptospira kanakyensis	2484968	bacteria	4182313	ncbi	automatic
Leptospira gomenensis	2484974	bacteria	4287269	ncbi	automatic
Pectobacterium polonicum	2485124	bacteria	4899974	ncbi	automatic
Companilactobacillus mishanensis	2486008	bacteria	2352088	ncbi	automatic
Ectobacillus antri	2486280	bacteria	3439406	ncbi	automatic
Bacillus cabrialesii	2487276	bacteria	4158549	ncbi	automatic
Pseudomonas carnis	2487355	bacteria	6162157	ncbi	automatic
Pectobacterium versatile	2488639	bacteria	4976707	ncbi	automatic
Klebsiella africana	2489010	bacteria	5433024	ncbi	automatic
Chlamydia buteonis	2494525	bacteria	1152579	ncbi	automatic
Enterobacter chengduensis	2494701	bacteria	5110611	ncbi	automatic
Enterobacter huaxiensis	2494702	bacteria	4973357	ncbi	automatic
Enterobacter quasiroggenkampii	2497436	bacteria	4787950	ncbi	automatic
Goekera deserti	2497753	bacteria	4843235	ncbi	automatic
Enterobacter chuandaensis	2497875	bacteria	4850854	ncbi	automatic
Legionella septentrionalis	2498109	bacteria	2557532	ncbi	automatic
Vreelandella populi	2498858	bacteria	3856562	ncbi	automatic
Betaarterivirus suid 1	2499680	virus	15129	ncbi	automatic
Niallia taxi	2499688	bacteria	5499297	ncbi	automatic
Fusarium odoratissimum	2502994	eukaryota,fungi	48120927	ncbi	automatic
Campylobacter armoricus	2505970	bacteria	1664047	ncbi	automatic
Junonia grisea	2507155	eukaryota	321823095	ncbi	automatic
Pandoraea cepalis	2508294	bacteria	5366421	ncbi	automatic
Lactobacillus mulieris	2508708	bacteria	1764818	ncbi	automatic
Aquirufa nivalisilvae	2516557	bacteria	3115125	ncbi	automatic
Aquirufa antheringensis	2516559	bacteria	2516980	ncbi	automatic
Segatella hominis	2518605	bacteria	4069056	ncbi	automatic
Polynucleobacter paneuropaeus	2527775	bacteria	1783873	ncbi	automatic
Enterobacter wuhouensis	2529381	bacteria	4859509	ncbi	automatic
Enterobacter quasihormaechei	2529382	bacteria	4597415	ncbi	automatic
Acinetobacter terrestris	2529843	bacteria	3348528	ncbi	automatic
Coniochaeta endophytica	2546457	eukaryota,fungi	32855593	ncbi	automatic
Cutibacterium modestum	2559073	bacteria	2626643	ncbi	automatic
Enterococcus dongliensis	2559925	bacteria	2636065	ncbi	automatic
Weissella sagaensis	2559928	bacteria	1923610	ncbi	automatic
Enterococcus hulanensis	2559929	bacteria	4704742	ncbi	automatic
Jasminevirus adat	2560299	virus	45427	ncbi	automatic
Marthavirus barretlemon	2560300	virus	51214	ncbi	automatic
Efquatrovirus LY0322	2560427	virus	40951	ncbi	automatic
Mosigvirus mar005p1	2560437	virus	168927	ncbi	automatic
Vequintavirus APECc02	2560438	virus	135515	ncbi	automatic
Krischvirus gec3s	2560444	virus	164162	ncbi	automatic
Vequintavirus murica	2560448	virus	136984	ncbi	automatic
Vequintavirus slur16	2560462	virus	135883	ncbi	automatic
Asteriusvirus PBECO4	2560463	virus	348078	ncbi	automatic
Ficleduovirus FCL2	2560473	virus	47223	ncbi	automatic
Ficleduovirus FCV1	2560474	virus	46481	ncbi	automatic
Fipvunavirus Fpv4	2560476	virus	88308	ncbi	automatic
Betterkatzvirus betterkatz	2560485	virus	49903	ncbi	automatic
Emalynvirus cozz	2560490	virus	46543	ncbi	automatic
Nymphadoravirus nymphadora	2560507	virus	53431	ncbi	automatic
Emalynvirus troje	2560511	virus	45878	ncbi	automatic
Pecentumvirus LP0832	2560559	virus	137150	ncbi	automatic
Elerivirus eleri	2560589	virus	40358	ncbi	automatic
Ilzatvirus hamlet	2560591	virus	41919	ncbi	automatic
Ilzatvirus ilzat	2560593	virus	41555	ncbi	automatic
Nankokuvirus G1	2560662	virus	88728	ncbi	automatic
Flaumdravirus KIL4	2560666	virus	92095	ncbi	automatic
Otagovirus Psa374	2560680	virus	98951	ncbi	automatic
Felixounavirus BPS17W1	2560725	virus	87609	ncbi	automatic
Eneladusvirus BF	2560751	virus	356948	ncbi	automatic
Winklervirus chi14	2560752	virus	171191	ncbi	automatic
Mooglevirus Sf17	2560758	virus	90159	ncbi	automatic
Rimavirus drgrey	2560783	virus	56390	ncbi	automatic
Rimavirus rima	2560784	virus	55713	ncbi	automatic
Samistivirus peebs	2560790	virus	133047	ncbi	automatic
Photobacterium lucens	2562949	bacteria	4529213	ncbi	automatic
Pseudomonas atacamensis	2565368	bacteria	5999385	ncbi	automatic
Pseudomonas nicosulfuronedens	2571105	bacteria	6531992	ncbi	automatic
Amedibacterium intestinale	2583452	bacteria	2590530	ncbi	automatic
Alistipes communis	2585118	bacteria	3134698	ncbi	automatic
Ortholexis holocausta	2585879	eukaryota	28668581	ncbi	automatic
Pyrrhopyge sergius	2585947	eukaryota	24533244	ncbi	automatic
Pyrrhopyge thericles	2585955	eukaryota	14696089	ncbi	automatic
Podospora anserina	2587412	eukaryota,fungi	34404357	ncbi	automatic
Klebsiella spallanzanii	2587528	bacteria	6173015	ncbi	automatic
Klebsiella pasteurii	2587529	bacteria	6186491	ncbi	automatic
Candidatus Methylopumilus universalis	2588536	bacteria	1272502	ncbi	automatic
Streptococcus xiaochunlingii	2589788	bacteria	1920172	ncbi	automatic
Flavobacterium gawalongense	2594432	bacteria	4022761	ncbi	automatic
Corynebacterium sanguinis	2594913	bacteria	2332242	ncbi	automatic
Paraburkholderia madseniana	2599607	bacteria	9680101	ncbi	automatic
Pseudomonas haemolytica	2600065	bacteria	6169371	ncbi	automatic
Laburnicola rhizohalophila	2602009	eukaryota,fungi	69559641	ncbi	automatic
Acinetobacter pollinis	2605270	bacteria	2750425	ncbi	automatic
Gimesia chilikensis	2605989	bacteria	7934728	ncbi	automatic
Escherichia ruysiae	2608867	bacteria	4632218	ncbi	automatic
Pseudomonas piscis	2614538	bacteria	6733191	ncbi	automatic
Microbacterium algeriense	2615184	bacteria	3783467	ncbi	automatic
Bacteroides zhangwenhongii	2650157	bacteria	5300780	ncbi	automatic
Xanthomonas sontii	2650745	bacteria	4887670	ncbi	automatic
Holdemanella porci	2652276	bacteria	2358581	ncbi	automatic
Ascochyta koolunga	2654375	eukaryota,fungi	55843019	ncbi	automatic
Paraburkholderia atlantica	2654982	bacteria	8425670	ncbi	automatic
Fusobacterium pseudoperiodonticum	2663009	bacteria	2372880	ncbi	automatic
Nocardioides marmotae	2663857	bacteria	4372760	ncbi	automatic
Acinetobacter faecalis	2665161	bacteria	2569263	ncbi	automatic
Pseudomonas juntendi	2666183	bacteria	5692618	ncbi	automatic
Pedobacter gandavensis	2679963	bacteria	5708839	ncbi	automatic
Chlamydiifrater volucris	2681470	bacteria	1204484	ncbi	automatic
Shewanella insulae	2681496	bacteria	4535206	ncbi	automatic
Veillonella nakazawae	2682456	bacteria	2102769	ncbi	automatic
Streptomyces solaniscabiei	2683255	bacteria	8273410	ncbi	automatic
Erysipelothrix anatis	2683713	bacteria	2212454	ncbi	automatic
Winogradskyella forsetii	2686077	bacteria	4647696	ncbi	automatic
Streptococcus ruminicola	2686210	bacteria	1911830	ncbi	automatic
Labilibaculum euxinus	2686357	bacteria	5103466	ncbi	automatic
Junonia neildi	2691557	eukaryota	327547173	ncbi	automatic
Junonia zonalis	2691560	eukaryota	239860931	ncbi	automatic
Campylobacter bilis	2691918	bacteria	1448404	ncbi	automatic
Junonia pacoma	2691983	eukaryota	144690523	ncbi	automatic
Junonia stemosa	2691984	eukaryota	249998296	ncbi	automatic
Rhizobium changzhiense	2692317	bacteria	6984145	ncbi	automatic
Bipolaris gigantea	2695822	eukaryota,fungi	40863323	ncbi	automatic
Clavispora santaluciae	2699536	eukaryota,fungi	11018616	ncbi	automatic
Serratia bockelmannii	2703793	bacteria	5188620	ncbi	automatic
Serratia nevei	2703794	bacteria	5353975	ncbi	automatic
Rahnella aceris	2703885	bacteria	5608617	ncbi	automatic
Flavobacterium bizetiae	2704140	bacteria	5843148	ncbi	automatic
Neisseria yangbaofengii	2709396	bacteria	2533662	ncbi	automatic
Listeria farberi	2713500	bacteria	2948585	ncbi	automatic
Listeria swaminathanii	2713501	bacteria	2821033	ncbi	automatic
Listeria immobilis	2713502	bacteria	2972798	ncbi	automatic
Akanthomyces lecanii	2714763	eukaryota,fungi	35582192	ncbi	automatic
Aquirufa ecclesiirivi	2715124	bacteria	3128070	ncbi	automatic
Bacillus rugosus	2715209	bacteria	4235491	ncbi	automatic
Candidatus Protofrankia datiscae	2716812	bacteria	5190231	ncbi	automatic
Corynebacterium rouxii	2719119	bacteria	2361632	ncbi	automatic
Entomospira culicis	2719989	bacteria	1769704	ncbi	automatic
Blastomyces emzantsi	2723674	eukaryota,fungi	27526810	ncbi	automatic
Pseudomonas tohonis	2725477	bacteria	6828581	ncbi	automatic
Acinetobacter terrae	2731247	bacteria	3369732	ncbi	automatic
Trueperella pecoris	2733571	bacteria	2304916	ncbi	automatic
Acionnavirus monteraybay	2734078	virus	171238	ncbi	automatic
Ahtivirus sagseatwo	2734079	virus	179560	ncbi	automatic
Anaposvirus socalone	2734083	virus	197533	ncbi	automatic
Atlauavirus tusconc8	2734085	virus	222619	ncbi	automatic
Brizovirus syn33	2734097	virus	174285	ncbi	automatic
Brizovirus rhodeisland01	2734098	virus	174247	ncbi	automatic
Namakavirus smbcm6	2734120	virus	176038	ncbi	automatic
Neptunevirus srim18	2734121	virus	170397	ncbi	automatic
Nereusvirus tusconc4	2734124	virus	172688	ncbi	automatic
Nerrivikvirus srim2	2734125	virus	175432	ncbi	automatic
Vellamovirus rhodeisland44	2734152	virus	195365	ncbi	automatic
Ohlsrhavirus culex	2734392	virus	11489	ncbi	automatic
Thiothrix subterranea	2735563	bacteria	4251077	ncbi	automatic
Turicibacter bilis	2735723	bacteria	2688690	ncbi	automatic
Streptomyces brasiliscabiei	2736302	bacteria	10859974	ncbi	automatic
Methylobacterium ajmalii	2738439	bacteria	6688161	ncbi	automatic
Limnobaculum xujianqingii	2738837	bacteria	4494547	ncbi	automatic
Trichophyton indotineae	2739387	eukaryota,fungi	22331438	ncbi	automatic
Serratia surfactantfaciens	2741499	bacteria	5173433	ncbi	automatic
Staphylococcus borealis	2742203	bacteria	2620971	ncbi	automatic
Limosilactobacillus portuensis	2742601	bacteria	1990713	ncbi	automatic
Halomonas citrativorans	2742612	bacteria	3843489	ncbi	automatic
Pseudomonas kermanshahensis	2745482	bacteria	6173450	ncbi	automatic
Pseudomonas monsensis	2745509	bacteria	6355201	ncbi	automatic
Pseudomonas shahriarae	2745512	bacteria	6181582	ncbi	automatic
Streptomyces caniscabiei	2746961	bacteria	10515232	ncbi	automatic
Lactococcus carnosus	2749961	bacteria	2156377	ncbi	automatic
Lactococcus paracarnosus	2749962	bacteria	2240067	ncbi	automatic
Nocardia gipuzkoensis	2749991	bacteria	8329757	ncbi	automatic
Pseudomonas paracarnis	2750625	bacteria	6322779	ncbi	automatic
Bartonella apihabitans	2750929	bacteria	2637078	ncbi	automatic
Bifidobacterium choladohabitans	2750947	bacteria	2075540	ncbi	automatic
Bifidobacterium polysaccharolyticum	2750967	bacteria	2239218	ncbi	automatic
Candidatus Hakubella thermalkaliphila	2754717	bacteria	1700913	ncbi	automatic
Candidatus Phytoplasma australasiaticum	2754999	bacteria	556435	ncbi	automatic
Limosilactobacillus balticus	2759747	bacteria	2162781	ncbi	automatic
Limosilactobacillus agrestis	2759748	bacteria	1894357	ncbi	automatic
Limosilactobacillus albertensis	2759752	bacteria	2354455	ncbi	automatic
Limosilactobacillus fastidiosus	2759855	bacteria	1728351	ncbi	automatic
Escherichia whittamii	2762229	bacteria	4898258	ncbi	automatic
Streptomyces buecherae	2763006	bacteria	8484038	ncbi	automatic
Bacteroides hominis	2763023	bacteria	5246231	ncbi	automatic
Blautia intestinalis	2763028	bacteria	3680756	ncbi	automatic
Ligaoa zhengdingensis	2763658	bacteria	2668469	ncbi	automatic
[Eubacterium] hominis	2764325	bacteria	4538622	ncbi	automatic
Corynebacterium marambiense	2765364	bacteria	2849085	ncbi	automatic
Leuconostoc falkenbergense	2766470	bacteria	2119539	ncbi	automatic
Pectobacterium quasiaquaticum	2774015	bacteria	4321692	ncbi	automatic
Cysteiniphilum marinum	2774191	bacteria	3294005	ncbi	automatic
Pectobacterium parvum	2778550	bacteria	4650034	ncbi	automatic
Tenacibaculum finnmarkense	2781243	bacteria	3022453	ncbi	automatic
Staphylococcus lloydii	2781774	bacteria	2544037	ncbi	automatic
Paraburkholderia youngii	2782701	bacteria	8964228	ncbi	automatic
Pseudonocardia oceani	2792013	bacteria	6514234	ncbi	automatic
Agrobacterium leguminum	2792015	bacteria	5688814	ncbi	automatic
Gardnerella piotii	2792977	bacteria	1525649	ncbi	automatic
Gardnerella leopoldii	2792978	bacteria	1513462	ncbi	automatic
Gardnerella swidsinskii	2792979	bacteria	1586301	ncbi	automatic
Paraburkholderia domus	2793075	bacteria	8745694	ncbi	automatic
Paraburkholderia nemoris	2793076	bacteria	8995623	ncbi	automatic
Dione vanillae	2795540	eukaryota	438011503	ncbi	automatic
Enterobacter vonholyi	2797505	bacteria	4589407	ncbi	automatic
Streptomyces poriferorum	2798799	bacteria	9456810	ncbi	automatic
Lacticaseibacillus mingshuiensis	2799574	bacteria	2772886	ncbi	automatic
Corynebacterium antarcticum	2800405	bacteria	2579787	ncbi	automatic
Corynebacterium pygosceleis	2800406	bacteria	2610416	ncbi	automatic
Companilactobacillus kimchii	2801452	bacteria	2750344	ncbi	automatic
Corynebacterium pseudokroppenstedtii	2804917	bacteria	2490944	ncbi	automatic
Photorhabdus aegyptia	2805098	bacteria	5166271	ncbi	automatic
Micromonospora humida	2809018	bacteria	7338884	ncbi	automatic
Pseudomonas alliivorans	2810613	bacteria	5806289	ncbi	automatic
Pseudomonas capsici	2810614	bacteria	5909086	ncbi	automatic
Orbilia oligospora	2813651	eukaryota,fungi	39895394	ncbi	automatic
Leclercia pneumoniae	2815358	bacteria	4581107	ncbi	automatic
Rahnella perminowiae	2816244	bacteria	5609061	ncbi	automatic
Bacillus paramobilis	2817477	bacteria	5395829	ncbi	automatic
Bacillus hominis	2817478	bacteria	5512732	ncbi	automatic
Pseudidiomarina terrestris	2820060	bacteria	2703522	ncbi	automatic
Heyndrickxia faecalis	2824910	bacteria	3462639	ncbi	automatic
Pasteurella atlantica	2827233	bacteria	2177532	ncbi	automatic
Corynebacterium parakroppenstedtii	2828363	bacteria	2557416	ncbi	automatic
Pseudomonas quasicaspiana	2829821	bacteria	6575986	ncbi	automatic
Neisseria uirgultaei	2830646	bacteria	2001488	ncbi	automatic
Neisseria blantyrii	2830647	bacteria	2105716	ncbi	automatic
Neisseria viridiae	2830648	bacteria	2018079	ncbi	automatic
Pseudochrobactrum algeriensis	2834768	bacteria	4000892	ncbi	automatic
Listeria cossartiae	2838249	bacteria	2778324	ncbi	automatic
Candidatus Bacteroides intestinigallinarum	2838470	bacteria	6743673	ncbi	automatic
Enterococcus innesii	2839759	bacteria	3598496	ncbi	automatic
Apilactobacillus xinyiensis	2841032	bacteria	1453633	ncbi	automatic
Halapricum desulfuricans	2841257	archaea	2917123	ncbi	automatic
Pseudomonas siliginis	2842346	bacteria	5918345	ncbi	automatic
Pseudomonas alvandae	2842348	bacteria	6320554	ncbi	automatic
Ralstonia wenshanensis	2842456	bacteria	5289764	ncbi	automatic
Burkholderia sola	2843302	bacteria	7734073	ncbi	automatic
Burkholderia semiarida	2843303	bacteria	7544374	ncbi	automatic
Lazarusvirus kimel	2843635	virus	167323	ncbi	automatic
Ceceduovirus aszj	2843652	virus	229929	ncbi	automatic
Claudivirus stitch	2843785	virus	24057	ncbi	automatic
Agmunavirus AGM1	2843882	virus	36282	ncbi	automatic
Tequatrovirus zeezee23	2843957	virus	167684	ncbi	automatic
Cladosporium magoulivirus 1	2843961	virus	2848	ncbi	automatic
Pseudotevenvirus leb	2844035	virus	178607	ncbi	automatic
Veterinaerplatzvirus vv12210I	2844167	virus	44219	ncbi	automatic
Peduovirus pv12474III	2844168	virus	33722	ncbi	automatic
Tequatrovirus gee4498	2844198	virus	167832	ncbi	automatic
Tequatrovirus gee9062	2844202	virus	168302	ncbi	automatic
Tequatrovirus ecombl75	2844252	virus	168524	ncbi	automatic
Tequatrovirus teqdroes	2844259	virus	166833	ncbi	automatic
Oslovirus Lyz12581Vzw	2844268	virus	63014	ncbi	automatic
Lillamyvirus lillamy	2844290	virus	38268	ncbi	automatic
Muminvirus mumin	2844293	virus	38398	ncbi	automatic
Lillamyvirus sniff	2844296	virus	37995	ncbi	automatic
Gemycircularvirus sclero1	2844522	virus	2166	ncbi	automatic
Gemykibivirus haeme2	2844576	virus	2213	ncbi	automatic
Gemykibivirus humas1	2844581	virus	2256	ncbi	automatic
Gemykibivirus humas2	2844582	virus	2199	ncbi	automatic
Gemykibivirus sewopo1	2844603	virus	2136	ncbi	automatic
Tanisvirus tanis	2844677	virus	59746	ncbi	automatic
Marfavirus F48	2845079	virus	170338	ncbi	automatic
Yonseivirus N137	2845093	virus	59100	ncbi	automatic
Skunavirus sv10W18	2845150	virus	32649	ncbi	automatic
Skunavirus sv16W23	2845154	virus	32629	ncbi	automatic
Skunavirus sv3R16S	2845163	virus	31330	ncbi	automatic
Audreyjarvisvirus AM1	2845188	virus	125842	ncbi	automatic
Skunavirus LP0903	2845412	virus	30541	ncbi	automatic
Teubervirus LW31	2845420	virus	60189	ncbi	automatic
Tinytimothyvirus alex44	2845588	virus	54050	ncbi	automatic
Akonivirus phedro	2845594	virus	54442	ncbi	automatic
Ilzatvirus teagan	2845595	virus	41803	ncbi	automatic
Fernvirus jacopo	2845738	virus	38523	ncbi	automatic
Pbunavirus LS1	2845958	virus	66244	ncbi	automatic
Rubivirus rubellae	2846071	virus	9761	ncbi	automatic
Aorunvirus V12	2846074	virus	74665	ncbi	automatic
Rosemountvirus yarpen	2846142	virus	52933	ncbi	automatic
Triavirus P240	2846265	virus	45914	ncbi	automatic
Menderavirus IMESM1	2846388	virus	159992	ncbi	automatic
Gilsonvirus comrade	2846395	virus	129378	ncbi	automatic
Flowerpowervirus flowerpower	2846396	virus	46175	ncbi	automatic
Immanueltrevirus immanuel3	2846399	virus	46094	ncbi	automatic
Streptomyces virus Karimac	2846401	virus	131372	ncbi	automatic
Nahantvirus 49C7	2846601	virus	75797	ncbi	automatic
Icepovirus bengalense	2846603	virus	49182	ncbi	automatic
Tequatrovirus pyps2t	2846680	virus	169488	ncbi	automatic
Vibrio amylolyticus	2847292	bacteria	4917303	ncbi	automatic
Chloracidobacterium aggregatum	2851959	bacteria	3762072	ncbi	automatic
Nitratireductor rhodophyticola	2854036	bacteria	4414207	ncbi	automatic
Prevotella lacticifex	2854755	bacteria	4183961	ncbi	automatic
Gyromitra venenata	2857109	eukaryota,fungi	43529524	ncbi	automatic
Gloeocapsopsis dulcis	2859516	bacteria	5478916	ncbi	automatic
Stenotrophomonas sepilia	2860290	bacteria	4410874	ncbi	automatic
Shewanella mangrovisoli	2864211	bacteria	4712843	ncbi	automatic
Blumeria hordei	2867405	eukaryota,fungi	116475897	ncbi	automatic
Rhizobium redzepovicii	2867518	bacteria	7006339	ncbi	automatic
Mycobacterium kiyosense	2871094	bacteria	6575678	ncbi	automatic
